Accession (version),Accession,Old Family,Family
NC_015293.1,NC_015293,Unclassified,Siphoviridae
NC_029100.1,NC_029100,Unclassified,Siphoviridae
NC_020849.1,NC_020849,Schitoviridae,Podoviridae
NC_021300.1,NC_021300,Zobellviridae,Podoviridae
NC_013804.1,NC_013804,Poxviridae,Poxviridae
NC_030479.1,NC_030479,Partitiviridae,Partitiviridae
NC_030480.1,NC_030480,Partitiviridae,Partitiviridae
NC_010821.1,NC_010821,Unclassified,Myoviridae
NC_019923.1,NC_019923,Unclassified,Podoviridae
NC_031014.1,NC_031014,Autographiviridae,Podoviridae
NC_006548.1,NC_006548,Unclassified,Siphoviridae
NC_016764.1,NC_016764,Autographiviridae,Podoviridae
NC_028652.1,NC_028652,Unclassified,Myoviridae
NC_028919.1,NC_028919,Unclassified,Podoviridae
NC_028836.1,NC_028836,Autographiviridae,Podoviridae
NC_028885.1,NC_028885,Schitoviridae,Podoviridae
NC_007805.1,NC_007805,Unclassified,Siphoviridae
NC_027384.1,NC_027384,Unclassified,Siphoviridae
NC_027986.1,NC_027986,Unclassified,Siphoviridae
NC_020203.1,NC_020203,Unclassified,Siphoviridae
NC_027992.1,NC_027992,Unclassified,Siphoviridae
NC_020198.1,NC_020198,Unclassified,Siphoviridae
NC_030929.1,NC_030929,Unclassified,Siphoviridae
NC_020202.1,NC_020202,Unclassified,Siphoviridae
NC_030908.1,NC_030908,Unclassified,Siphoviridae
NC_020200.1,NC_020200,Unclassified,Siphoviridae
NC_030918.1,NC_030918,Unclassified,Siphoviridae
NC_024330.1,NC_024330,Unclassified,Siphoviridae
NC_030910.1,NC_030910,Unclassified,Myoviridae
NC_028817.1,NC_028817,Unclassified,Myoviridae
NC_009935.1,NC_009935,Autographiviridae,Podoviridae
NC_017972.1,NC_017972,Unclassified,Myoviridae
NC_010326.1,NC_010326,Autographiviridae,Podoviridae
NC_031091.1,NC_031091,Unclassified,Siphoviridae
NC_018274.1,NC_018274,Unclassified,Siphoviridae
NC_024782.1,NC_024782,Unclassified,Siphoviridae
NC_022746.1,NC_022746,Autographiviridae,Podoviridae
NC_022091.1,NC_022091,Autographiviridae,Podoviridae
NC_019813.1,NC_019813,Unclassified,Podoviridae
NC_019451.1,NC_019451,Unclassified,Myoviridae
NC_016571.1,NC_016571,Unclassified,Myoviridae
NC_027345.1,NC_027345,Schitoviridae,Podoviridae
NC_022096.1,NC_022096,Unclassified,Myoviridae
NC_011373.1,NC_011373,Unclassified,Siphoviridae
NC_022967.1,NC_022967,Unclassified,Myoviridae
NC_028879.1,NC_028879,Unclassified,Siphoviridae
NC_029083.1,NC_029083,Unclassified,Myoviridae
NC_005884.1,NC_005884,Fredfastierviridae,Podoviridae
NC_027292.1,NC_027292,Autographiviridae,Podoviridae
NC_013638.1,NC_013638,Autographiviridae,Podoviridae
NC_021062.1,NC_021062,Autographiviridae,Podoviridae
NC_004173.1,NC_004173,Cystoviridae,Chrysoviridae
NC_004174.1,NC_004174,Cystoviridae,Chrysoviridae
NC_004175.1,NC_004175,Cystoviridae,Chrysoviridae
NC_004170.1,NC_004170,Cystoviridae,Chrysoviridae
NC_004171.1,NC_004171,Cystoviridae,Chrysoviridae
NC_004172.1,NC_004172,Cystoviridae,Chrysoviridae
NC_015208.1,NC_015208,Autographiviridae,Podoviridae
NC_030931.1,NC_030931,Unclassified,Siphoviridae
NC_012091.2,NC_012091,Cystoviridae,Chrysoviridae
NC_012092.1,NC_012092,Cystoviridae,Chrysoviridae
NC_012093.1,NC_012093,Cystoviridae,Chrysoviridae
NC_016762.1,NC_016762,Unclassified,Siphoviridae
NC_030940.1,NC_030940,Peduoviridae,Myoviridae
NC_003299.1,NC_003299,Cystoviridae,Chrysoviridae
NC_003300.1,NC_003300,Cystoviridae,Chrysoviridae
NC_003301.1,NC_003301,Cystoviridae,Chrysoviridae
NC_015264.1,NC_015264,Autographiviridae,Podoviridae
NC_012418.1,NC_012418,Autographiviridae,Podoviridae
NC_031110.1,NC_031110,Unclassified,Myoviridae
NC_028999.1,NC_028999,Unclassified,Myoviridae
NC_024365.1,NC_024365,Unclassified,Siphoviridae
NC_024362.1,NC_024362,Autographiviridae,Podoviridae
NC_023601.2,NC_023601,Unclassified,Myoviridae
NC_001628.1,NC_001628,Fiersviridae,Leviviridae
NC_028661.1,NC_028661,Autographiviridae,Podoviridae
NC_023006.1,NC_023006,Unclassified,Myoviridae
NC_023005.1,NC_023005,Autographiviridae,Podoviridae
NC_008294.1,NC_008294,Fiersviridae,Leviviridae
NC_029066.1,NC_029066,Unclassified,Siphoviridae
NC_011107.1,NC_011107,Autographiviridae,Podoviridae
NC_017971.2,NC_017971,Unclassified,Podoviridae
NC_018850.2,NC_018850,Unclassified,Podoviridae
NC_028939.1,NC_028939,Unclassified,Myoviridae
NC_017865.1,NC_017865,Autographiviridae,Podoviridae
NC_026586.1,NC_026586,Unclassified,Myoviridae
NC_028882.1,NC_028882,Unclassified,Myoviridae
NC_031104.1,NC_031104,Schitoviridae,Podoviridae
NC_026602.1,NC_026602,Autographiviridae,Podoviridae
NC_027375.1,NC_027375,Autographiviridae,Podoviridae
NC_026601.1,NC_026601,Unclassified,Siphoviridae
NC_028667.1,NC_028667,Unclassified,Siphoviridae
NC_030934.1,NC_030934,Unclassified,Myoviridae
NC_029065.1,NC_029065,Unclassified,Myoviridae
NC_029101.1,NC_029101,Schitoviridae,Podoviridae
NC_027388.1,NC_027388,Schitoviridae,Podoviridae
NC_028657.1,NC_028657,Unclassified,Siphoviridae
NC_030923.1,NC_030923,Autographiviridae,Podoviridae
NC_030909.1,NC_030909,Unclassified,Siphoviridae
NC_007807.1,NC_007807,Fredfastierviridae,Podoviridae
NC_011703.1,NC_011703,Unclassified,Myoviridae
NC_007806.1,NC_007806,Unclassified,Siphoviridae
NC_026587.1,NC_026587,Unclassified,Myoviridae
NC_024140.1,NC_024140,Schitoviridae,Podoviridae
NC_031063.1,NC_031063,Schitoviridae,Podoviridae
NC_026594.1,NC_026594,Mesyanzhinovviridae,Siphoviridae
NC_026599.1,NC_026599,Unclassified,Podoviridae
NC_024381.1,NC_024381,Unclassified,Siphoviridae
NC_026600.1,NC_026600,Unclassified,Myoviridae
NC_019918.1,NC_019918,Unclassified,Myoviridae
NC_028933.1,NC_028933,Unclassified,Podoviridae
NC_002484.2,NC_002484,Unclassified,Siphoviridae
NC_005178.1,NC_005178,Unclassified,Siphoviridae
NC_028745.1,NC_028745,Unclassified,Myoviridae
NC_028971.1,NC_028971,Unclassified,Myoviridae
NC_008717.1,NC_008717,Unclassified,Siphoviridae
NC_007623.1,NC_007623,Unclassified,Myoviridae
NC_006552.1,NC_006552,Unclassified,Podoviridae
NC_007810.1,NC_007810,Unclassified,Myoviridae
NC_004665.1,NC_004665,Autographiviridae,Podoviridae
NC_019450.1,NC_019450,Unclassified,Myoviridae
NC_017674.1,NC_017674,Unclassified,Myoviridae
NC_017864.1,NC_017864,Unclassified,Siphoviridae
NC_015272.2,NC_015272,Unclassified,Myoviridae
NC_019935.1,NC_019935,Unclassified,Myoviridae
NC_029017.1,NC_029017,Schitoviridae,Podoviridae
NC_024123.1,NC_024123,Unclassified,Podoviridae
NC_011165.1,NC_011165,Unclassified,Myoviridae
NC_013692.1,NC_013692,Schitoviridae,Podoviridae
NC_009936.1,NC_009936,Autographiviridae,Podoviridae
NC_011166.1,NC_011166,Unclassified,Myoviridae
NC_027298.1,NC_027298,Unclassified,Siphoviridae
NC_010325.1,NC_010325,Unclassified,Podoviridae
NC_013691.1,NC_013691,Schitoviridae,Podoviridae
NC_007809.1,NC_007809,Mesyanzhinovviridae,Siphoviridae
NC_018282.1,NC_018282,Mesyanzhinovviridae,Siphoviridae
NC_009818.1,NC_009818,Unclassified,Siphoviridae
NC_011613.1,NC_011613,Unclassified,Siphoviridae
NC_011611.1,NC_011611,Unclassified,Siphoviridae
NC_031058.1,NC_031058,Unclassified,Siphoviridae
NC_023700.1,NC_023700,Unclassified,Siphoviridae
NC_022971.1,NC_022971,Unclassified,Podoviridae
NC_028980.1,NC_028980,Mesyanzhinovviridae,Siphoviridae
NC_015294.2,NC_015294,Unclassified,Myoviridae
NC_022970.1,NC_022970,Unclassified,Myoviridae
NC_022966.1,NC_022966,Unclassified,Myoviridae
NC_022974.1,NC_022974,Unclassified,Myoviridae
NC_022986.1,NC_022986,Unclassified,Myoviridae
NC_028770.1,NC_028770,Mesyanzhinovviridae,Siphoviridae
NC_028931.1,NC_028931,Unclassified,Siphoviridae
NC_028809.1,NC_028809,Unclassified,Siphoviridae
NC_019913.1,NC_019913,Unclassified,Myoviridae
NC_004466.2,NC_004466,Unclassified,Podoviridae
NC_011810.1,NC_011810,Unclassified,Myoviridae
NC_001331.1,NC_001331,Inoviridae,Inoviridae
NC_001418.1,NC_001418,Inoviridae,Inoviridae
NC_003714.1,NC_003714,Cystoviridae,Chrysoviridae
NC_003715.1,NC_003715,Cystoviridae,Chrysoviridae
NC_003716.1,NC_003716,Cystoviridae,Chrysoviridae
NC_003278.1,NC_003278,Peduoviridae,Myoviridae
NC_005045.1,NC_005045,Autographiviridae,Podoviridae
NC_004629.1,NC_004629,Unclassified,Myoviridae
NC_016765.1,NC_016765,Unclassified,Siphoviridae
NC_011756.1,NC_011756,Unclassified,Myoviridae
NC_023583.1,NC_023583,Unclassified,Podoviridae
NC_010116.1,NC_010116,Mesyanzhinovviridae,Siphoviridae
NC_008298.1,NC_008298,Papillomaviridae,Papillomaviridae
NC_005264.1,NC_005264,Orthoherpesviridae,Herpesviridae
NC_028106.1,NC_028106,Bornaviridae,Bornaviridae
NC_030688.1,NC_030688,Bornaviridae,Bornaviridae
NC_030689.1,NC_030689,Bornaviridae,Bornaviridae
NC_025962.1,NC_025962,Adenoviridae,Adenoviridae
NC_031336.1,NC_031336,Endornaviridae,Endornaviridae
NC_020841.1,NC_020841,Unclassified,Myoviridae
NC_023734.1,NC_023734,Unclassified,Siphoviridae
NC_028121.1,NC_028121,Polyomaviridae,Polyomaviridae
NC_020070.1,NC_020070,Polyomaviridae,Polyomaviridae
NC_020439.1,NC_020439,Spinareoviridae,Reoviridae
NC_020440.1,NC_020440,Spinareoviridae,Reoviridae
NC_020441.1,NC_020441,Spinareoviridae,Reoviridae
NC_020442.1,NC_020442,Spinareoviridae,Reoviridae
NC_020443.1,NC_020443,Spinareoviridae,Reoviridae
NC_020444.1,NC_020444,Spinareoviridae,Reoviridae
NC_020445.1,NC_020445,Spinareoviridae,Reoviridae
NC_020446.1,NC_020446,Spinareoviridae,Reoviridae
NC_020447.1,NC_020447,Spinareoviridae,Reoviridae
NC_020448.1,NC_020448,Spinareoviridae,Reoviridae
NC_025801.1,NC_025801,Spinareoviridae,Reoviridae
NC_025802.1,NC_025802,Spinareoviridae,Reoviridae
NC_025803.1,NC_025803,Spinareoviridae,Reoviridae
NC_025804.1,NC_025804,Spinareoviridae,Reoviridae
NC_025805.1,NC_025805,Spinareoviridae,Reoviridae
NC_025806.1,NC_025806,Spinareoviridae,Reoviridae
NC_025807.1,NC_025807,Spinareoviridae,Reoviridae
NC_025808.1,NC_025808,Spinareoviridae,Reoviridae
NC_025809.1,NC_025809,Spinareoviridae,Reoviridae
NC_025810.1,NC_025810,Spinareoviridae,Reoviridae
NC_030656.1,NC_030656,Poxviridae,Poxviridae
NC_025395.1,NC_025395,Rhabdoviridae,Rhabdoviridae
NC_010946.1,NC_010946,Geminiviridae,Geminiviridae
NC_021864.1,NC_021864,Unclassified,Podoviridae
NC_005223.1,NC_005223,Hantaviridae,Hantaviridae
NC_005224.1,NC_005224,Hantaviridae,Hantaviridae
NC_005225.1,NC_005225,Hantaviridae,Hantaviridae
NC_026141.2,NC_026141,Polyomaviridae,Polyomaviridae
NC_007923.1,NC_007923,Polyomaviridae,Polyomaviridae
NC_034511.1,NC_034511,Nairoviridae,Hantaviridae
NC_034512.1,NC_034512,Nairoviridae,Hantaviridae
NC_034522.1,NC_034522,Nairoviridae,Hantaviridae
NC_033792.1,NC_033792,Astroviridae,Astroviridae
NC_033821.1,NC_033821,Astroviridae,Astroviridae
NC_016403.1,NC_016403,Picornaviridae,Picornaviridae
NC_021069.1,NC_021069,Flaviviridae,Flaviviridae
NC_012671.1,NC_012671,Flaviviridae,Flaviviridae
NC_034393.1,NC_034393,Hantaviridae,Hantaviridae
NC_034400.1,NC_034400,Hantaviridae,Hantaviridae
NC_034401.1,NC_034401,Hantaviridae,Hantaviridae
NC_025346.1,NC_025346,Astroviridae,Astroviridae
NC_028973.1,NC_028973,Parvoviridae,Parvoviridae
NC_011704.1,NC_011704,Caliciviridae,Caliciviridae
NC_017083.1,NC_017083,Coronaviridae,Coronaviridae
NC_001266.1,NC_001266,Poxviridae,Poxviridae
NC_001543.1,NC_001543,Caliciviridae,Caliciviridae
NC_008580.1,NC_008580,Caliciviridae,Caliciviridae
NC_001542.1,NC_001542,Rhabdoviridae,Rhabdoviridae
NC_026314.1,NC_026314,Picornaviridae,Picornaviridae
NC_034378.1,NC_034378,Polyomaviridae,Polyomaviridae
NC_025825.1,NC_025825,Parvoviridae,Parvoviridae
NC_027213.1,NC_027213,Poxviridae,Poxviridae
NC_010238.1,NC_010238,Geminiviridae,Geminiviridae
NC_010709.1,NC_010709,Secoviridae,Secoviridae
NC_010710.1,NC_010710,Secoviridae,Secoviridae
NC_023586.1,NC_023586,Inoviridae,Inoviridae
NC_005131.2,NC_005131,Inoviridae,Inoviridae
NC_011201.1,NC_011201,Autographiviridae,Podoviridae
NC_023736.1,NC_023736,Autographiviridae,Podoviridae
NC_022917.1,NC_022917,Autographiviridae,Podoviridae
NC_028988.1,NC_028988,Autographiviridae,Podoviridae
NC_029007.1,NC_029007,Autographiviridae,Podoviridae
NC_022915.1,NC_022915,Unclassified,Podoviridae
NC_030948.1,NC_030948,Ackermannviridae,Myoviridae
NC_019548.1,NC_019548,Inoviridae,Inoviridae
NC_021866.1,NC_021866,Inoviridae,Inoviridae
NC_021862.1,NC_021862,Inoviridae,Inoviridae
NC_025115.1,NC_025115,Peduoviridae,Myoviridae
NC_015297.1,NC_015297,Inoviridae,Inoviridae
NC_025454.1,NC_025454,Inoviridae,Inoviridae
NC_009382.1,NC_009382,Peduoviridae,Myoviridae
NC_028899.1,NC_028899,Unclassified,Myoviridae
NC_010811.2,NC_010811,Unclassified,Myoviridae
NC_028950.1,NC_028950,Unclassified,Myoviridae
NC_008574.2,NC_008574,Inoviridae,Inoviridae
NC_011399.1,NC_011399,Inoviridae,Inoviridae
NC_008575.1,NC_008575,Inoviridae,Inoviridae
NC_030699.1,NC_030699,Geminiviridae,Geminiviridae
NC_008211.1,NC_008211,Alloherpesviridae,Alloherpesviridae
NC_008210.1,NC_008210,Alloherpesviridae,Alloherpesviridae
NC_034618.1,NC_034618,Alloherpesviridae,Alloherpesviridae
NC_008190.1,NC_008190,Partitiviridae,Partitiviridae
NC_008191.1,NC_008191,Partitiviridae,Partitiviridae
NC_010343.1,NC_010343,Partitiviridae,Partitiviridae
NC_010344.1,NC_010344,Partitiviridae,Partitiviridae
NC_010345.1,NC_010345,Partitiviridae,Partitiviridae
NC_011705.1,NC_011705,Partitiviridae,Partitiviridae
NC_011706.1,NC_011706,Partitiviridae,Partitiviridae
NC_015455.1,NC_015455,Adenoviridae,Adenoviridae
NC_014598.1,NC_014598,Unclassified,Reoviridae
NC_014599.1,NC_014599,Unclassified,Reoviridae
NC_014600.1,NC_014600,Unclassified,Reoviridae
NC_014601.1,NC_014601,Unclassified,Reoviridae
NC_014602.1,NC_014602,Unclassified,Reoviridae
NC_014603.1,NC_014603,Unclassified,Reoviridae
NC_014604.1,NC_014604,Unclassified,Reoviridae
NC_014605.1,NC_014605,Unclassified,Reoviridae
NC_014606.1,NC_014606,Unclassified,Reoviridae
NC_014607.1,NC_014607,Unclassified,Reoviridae
NC_029558.1,NC_029558,Fimoviridae,Fimoviridae
NC_029559.1,NC_029559,Fimoviridae,Fimoviridae
NC_029560.1,NC_029560,Fimoviridae,Fimoviridae
NC_029561.1,NC_029561,Fimoviridae,Fimoviridae
NC_029567.1,NC_029567,Fimoviridae,Fimoviridae
NC_029571.1,NC_029571,Fimoviridae,Fimoviridae
NC_029572.1,NC_029572,Fimoviridae,Fimoviridae
NC_029573.1,NC_029573,Fimoviridae,Fimoviridae
NC_008585.1,NC_008585,Closteroviridae,Closteroviridae
NC_005266.1,NC_005266,Secoviridae,Secoviridae
NC_005267.1,NC_005267,Secoviridae,Secoviridae
NC_028963.1,NC_028963,Arteriviridae,Arteriviridae
NC_032987.1,NC_032987,Arteriviridae,Arteriviridae
NC_029133.1,NC_029133,Parvoviridae,Parvoviridae
NC_028650.1,NC_028650,Parvoviridae,Parvoviridae
NC_027777.1,NC_027777,Smacoviridae,Circoviridae
NC_016442.1,NC_016442,Virgaviridae,Virgaviridae
NC_028492.1,NC_028492,Papillomaviridae,Papillomaviridae
NC_027531.1,NC_027531,Polyomaviridae,Polyomaviridae
NC_032005.1,NC_032005,Polyomaviridae,Polyomaviridae
NC_008375.1,NC_008375,Circoviridae,Circoviridae
NC_022630.1,NC_022630,Phenuiviridae,Phenuiviridae
NC_022631.1,NC_022631,Phenuiviridae,Phenuiviridae
NC_022632.1,NC_022632,Phenuiviridae,Phenuiviridae
NC_009889.1,NC_009889,Retroviridae,Retroviridae
NC_022616.1,NC_022616,Partitiviridae,Partitiviridae
NC_022617.1,NC_022617,Partitiviridae,Partitiviridae
NC_021096.1,NC_021096,Partitiviridae,Partitiviridae
NC_021097.1,NC_021097,Partitiviridae,Partitiviridae
NC_003738.1,NC_003738,Secoviridae,Secoviridae
NC_003741.1,NC_003741,Secoviridae,Secoviridae
NC_003756.1,NC_003756,Tombusviridae,Tombusviridae
NC_003775.1,NC_003775,Tombusviridae,Tombusviridae
NC_028480.1,NC_028480,Totiviridae,Totiviridae
NC_028481.1,NC_028481,Totiviridae,Totiviridae
NC_028483.1,NC_028483,Totiviridae,Totiviridae
NC_028485.1,NC_028485,Totiviridae,Totiviridae
NC_028486.1,NC_028486,Totiviridae,Totiviridae
NC_028488.1,NC_028488,Totiviridae,Totiviridae
NC_028490.1,NC_028490,Totiviridae,Totiviridae
NC_012210.1,NC_012210,Betaflexiviridae,Betaflexiviridae
NC_008040.1,NC_008040,Nodaviridae,Nodaviridae
NC_008041.1,NC_008041,Nodaviridae,Nodaviridae
NC_035461.1,NC_035461,Potyviridae,Potyviridae
NC_009041.1,NC_009041,Virgaviridae,Virgaviridae
NC_005084.2,NC_005084,Paramyxoviridae,Paramyxoviridae
NC_001803.1,NC_001803,Pneumoviridae,Pneumoviridae
NC_004161.1,NC_004161,Filoviridae,Filoviridae
NC_006934.1,NC_006934,Retroviridae,Retroviridae
NC_009988.1,NC_009988,Coronaviridae,Coronaviridae
NC_034218.1,NC_034218,Polyomaviridae,Polyomaviridae
NC_031695.1,NC_031695,Parvoviridae,Parvoviridae
NC_001617.1,NC_001617,Picornaviridae,Picornaviridae
NC_001490.1,NC_001490,Picornaviridae,Picornaviridae
NC_009996.1,NC_009996,Picornaviridae,Picornaviridae
NC_011103.1,NC_011103,Unclassified,Siphoviridae
NC_027296.1,NC_027296,Unclassified,Myoviridae
NC_021560.1,NC_021560,Unclassified,Myoviridae
NC_021557.1,NC_021557,Unclassified,Myoviridae
NC_023566.1,NC_023566,Unclassified,Siphoviridae
NC_025429.1,NC_025429,Pootjesviridae,Myoviridae
NC_025427.1,NC_025427,Unclassified,Myoviridae
NC_023502.1,NC_023502,Unclassified,Siphoviridae
NC_022619.1,NC_022619,Endornaviridae,Endornaviridae
NC_029991.1,NC_029991,Mitoviridae,Narnaviridae
NC_023684.1,NC_023684,Partitiviridae,Partitiviridae
NC_023685.1,NC_023685,Partitiviridae,Partitiviridae
NC_032150.2,NC_032150,Partitiviridae,Partitiviridae
NC_003801.1,NC_003801,Partitiviridae,Partitiviridae
NC_003802.1,NC_003802,Unclassified,Partitiviridae
NC_020839.1,NC_020839,Unclassified,Siphoviridae
NC_016165.1,NC_016165,Unclassified,Siphoviridae
NC_028954.1,NC_028954,Unclassified,Siphoviridae
NC_029097.1,NC_029097,Unclassified,Siphoviridae
NC_028677.1,NC_028677,Unclassified,Siphoviridae
NC_021347.1,NC_021347,Unclassified,Myoviridae
NC_016655.1,NC_016655,Unclassified,Siphoviridae
NC_016652.1,NC_016652,Unclassified,Siphoviridae
NC_023706.1,NC_023706,Unclassified,Siphoviridae
NC_023722.1,NC_023722,Unclassified,Siphoviridae
NC_016651.1,NC_016651,Unclassified,Siphoviridae
NC_023735.1,NC_023735,Unclassified,Siphoviridae
NC_023694.1,NC_023694,Unclassified,Siphoviridae
NC_016653.1,NC_016653,Unclassified,Siphoviridae
NC_016650.1,NC_016650,Unclassified,Siphoviridae
NC_014481.1,NC_014481,Amalgaviridae,Amalgaviridae
NC_029061.1,NC_029061,Unclassified,Podoviridae
NC_004735.1,NC_004735,Unclassified,Myoviridae
NC_020866.1,NC_020866,Unclassified,Siphoviridae
NC_031059.1,NC_031059,Unclassified,Siphoviridae
NC_001874.1,NC_001874,Dicistroviridae,Dicistroviridae
NC_006563.1,NC_006563,Papillomaviridae,Papillomaviridae
NC_010293.1,NC_010293,Geminiviridae,Geminiviridae
NC_010294.1,NC_010294,Geminiviridae,Geminiviridae
NC_012481.1,NC_012481,Geminiviridae,Geminiviridae
NC_012482.1,NC_012482,Geminiviridae,Geminiviridae
NC_015488.1,NC_015488,Geminiviridae,Geminiviridae
NC_015489.1,NC_015489,Geminiviridae,Geminiviridae
NC_014902.1,NC_014902,Geminiviridae,Geminiviridae
NC_014903.1,NC_014903,Geminiviridae,Geminiviridae
NC_002792.2,NC_002792,Virgaviridae,Virgaviridae
NC_003728.1,NC_003728,Spinareoviridae,Reoviridae
NC_003729.1,NC_003729,Spinareoviridae,Reoviridae
NC_003730.1,NC_003730,Spinareoviridae,Reoviridae
NC_003731.1,NC_003731,Spinareoviridae,Reoviridae
NC_003732.1,NC_003732,Spinareoviridae,Reoviridae
NC_003733.1,NC_003733,Spinareoviridae,Reoviridae
NC_003734.1,NC_003734,Spinareoviridae,Reoviridae
NC_003735.1,NC_003735,Spinareoviridae,Reoviridae
NC_003736.1,NC_003736,Spinareoviridae,Reoviridae
NC_003737.1,NC_003737,Spinareoviridae,Reoviridae
NC_003760.1,NC_003760,Sedoreoviridae,Reoviridae
NC_003761.1,NC_003761,Sedoreoviridae,Reoviridae
NC_003762.1,NC_003762,Sedoreoviridae,Reoviridae
NC_003763.1,NC_003763,Sedoreoviridae,Reoviridae
NC_003764.1,NC_003764,Sedoreoviridae,Reoviridae
NC_003765.1,NC_003765,Sedoreoviridae,Reoviridae
NC_003766.1,NC_003766,Sedoreoviridae,Reoviridae
NC_003767.1,NC_003767,Sedoreoviridae,Reoviridae
NC_003768.1,NC_003768,Sedoreoviridae,Reoviridae
NC_003772.1,NC_003772,Sedoreoviridae,Reoviridae
NC_003773.1,NC_003773,Sedoreoviridae,Reoviridae
NC_003774.1,NC_003774,Sedoreoviridae,Reoviridae
NC_009241.1,NC_009241,Sedoreoviridae,Reoviridae
NC_009242.1,NC_009242,Sedoreoviridae,Reoviridae
NC_009243.1,NC_009243,Sedoreoviridae,Reoviridae
NC_009244.1,NC_009244,Sedoreoviridae,Reoviridae
NC_009245.1,NC_009245,Sedoreoviridae,Reoviridae
NC_009246.1,NC_009246,Sedoreoviridae,Reoviridae
NC_009247.1,NC_009247,Sedoreoviridae,Reoviridae
NC_009248.1,NC_009248,Sedoreoviridae,Reoviridae
NC_009249.1,NC_009249,Sedoreoviridae,Reoviridae
NC_009250.1,NC_009250,Sedoreoviridae,Reoviridae
NC_009251.1,NC_009251,Sedoreoviridae,Reoviridae
NC_009252.1,NC_009252,Sedoreoviridae,Reoviridae
NC_002323.1,NC_002323,Phenuiviridae,Phenuiviridae
NC_002324.1,NC_002324,Phenuiviridae,Phenuiviridae
NC_002325.1,NC_002325,Phenuiviridae,Phenuiviridae
NC_002326.1,NC_002326,Phenuiviridae,Phenuiviridae
NC_002327.1,NC_002327,Phenuiviridae,Phenuiviridae
NC_002328.1,NC_002328,Phenuiviridae,Phenuiviridae
NC_036597.1,NC_036597,Phenuiviridae,Phenuiviridae
NC_036598.1,NC_036598,Phenuiviridae,Phenuiviridae
NC_036599.1,NC_036599,Phenuiviridae,Phenuiviridae
NC_036602.1,NC_036602,Phenuiviridae,Phenuiviridae
NC_028144.1,NC_028144,Potyviridae,Potyviridae
NC_028145.1,NC_028145,Potyviridae,Potyviridae
NC_003749.1,NC_003749,Spinareoviridae,Reoviridae
NC_003750.1,NC_003750,Spinareoviridae,Reoviridae
NC_003751.1,NC_003751,Spinareoviridae,Reoviridae
NC_003752.1,NC_003752,Spinareoviridae,Reoviridae
NC_003757.1,NC_003757,Spinareoviridae,Reoviridae
NC_003758.1,NC_003758,Spinareoviridae,Reoviridae
NC_003759.1,NC_003759,Spinareoviridae,Reoviridae
NC_003769.1,NC_003769,Spinareoviridae,Reoviridae
NC_003770.1,NC_003770,Spinareoviridae,Reoviridae
NC_003771.1,NC_003771,Spinareoviridae,Reoviridae
NC_003753.1,NC_003753,Phenuiviridae,Phenuiviridae
NC_003754.1,NC_003754,Phenuiviridae,Phenuiviridae
NC_003755.1,NC_003755,Phenuiviridae,Phenuiviridae
NC_003776.1,NC_003776,Phenuiviridae,Phenuiviridae
NC_001914.1,NC_001914,Caulimoviridae,Caulimoviridae
NC_001632.1,NC_001632,Secoviridae,Secoviridae
NC_035452.1,NC_035452,Tombusviridae,Tombusviridae
NC_003746.1,NC_003746,Rhabdoviridae,Rhabdoviridae
NC_019490.1,NC_019490,Unclassified,Siphoviridae
NC_014395.1,NC_014395,Phenuiviridae,Phenuiviridae
NC_014396.1,NC_014396,Phenuiviridae,Phenuiviridae
NC_014397.1,NC_014397,Phenuiviridae,Phenuiviridae
NC_006296.2,NC_006296,Paramyxoviridae,Paramyxoviridae
NC_031958.1,NC_031958,Rhabdoviridae,Rhabdoviridae
NC_034534.1,NC_034534,Rhabdoviridae,Rhabdoviridae
NC_026439.1,NC_026439,Arteriviridae,Arteriviridae
NC_036583.1,NC_036583,Astroviridae,Astroviridae
NC_021153.1,NC_021153,Flaviviridae,Flaviviridae
NC_028363.1,NC_028363,Picornaviridae,Picornaviridae
NC_021154.1,NC_021154,Flaviviridae,Flaviviridae
NC_001510.1,NC_001510,Parvoviridae,Parvoviridae
NC_025966.1,NC_025966,Anelloviridae,Anelloviridae
NC_020415.1,NC_020415,Tombusviridae,Tombusviridae
NC_024070.1,NC_024070,Picornaviridae,Picornaviridae
NC_031105.1,NC_031105,Picornaviridae,Picornaviridae
NC_031106.1,NC_031106,Picornaviridae,Picornaviridae
NC_010346.1,NC_010346,Partitiviridae,Partitiviridae
NC_010347.1,NC_010347,Partitiviridae,Partitiviridae
NC_010348.1,NC_010348,Partitiviridae,Partitiviridae
NC_024687.1,NC_024687,Geminiviridae,Geminiviridae
NC_024906.1,NC_024906,Closteroviridae,Closteroviridae
NC_015298.1,NC_015298,Fimoviridae,Fimoviridae
NC_015299.1,NC_015299,Fimoviridae,Fimoviridae
NC_015300.1,NC_015300,Fimoviridae,Fimoviridae
NC_015301.1,NC_015301,Fimoviridae,Fimoviridae
NC_034979.1,NC_034979,Fimoviridae,Fimoviridae
NC_034980.1,NC_034980,Fimoviridae,Fimoviridae
NC_034981.1,NC_034981,Fimoviridae,Fimoviridae
NC_010806.1,NC_010806,Tombusviridae,Luteoviridae
NC_019031.1,NC_019031,Potyviridae,Potyviridae
NC_020999.1,NC_020999,Caulimoviridae,Caulimoviridae
NC_030938.1,NC_030938,Endornaviridae,Endornaviridae
NC_036590.1,NC_036590,Hypoviridae,Hypoviridae
